Timestamp	Reference Point	Device Address	Device Name	RSSI
2025-05-13 13:40:43	RS8	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-61
2025-05-13 13:40:43	RS8	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-70
2025-05-13 13:40:43	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-66
2025-05-13 13:40:44	RS8	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-63
2025-05-13 13:40:44	RS8	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-72
2025-05-13 13:40:45	RS8	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-63
2025-05-13 13:40:45	RS8	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-64
2025-05-13 13:40:46	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-67
2025-05-13 13:40:47	RS8	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-63
2025-05-13 13:40:48	RS8	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-65
2025-05-13 13:40:48	RS8	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-59
2025-05-13 13:40:49	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-68
2025-05-13 13:40:49	RS8	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-68
2025-05-13 13:40:50	RS8	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-70
2025-05-13 13:40:50	RS8	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-63
2025-05-13 13:40:50	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-66
2025-05-13 13:40:51	RS8	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-72
2025-05-13 13:40:51	RS8	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-55
2025-05-13 13:40:51	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-65
2025-05-13 13:40:52	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-65
2025-05-13 13:40:53	RS8	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-66
2025-05-13 13:40:53	RS8	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-62
2025-05-13 13:40:54	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-64
2025-05-13 13:40:54	RS8	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-66
2025-05-13 13:40:55	RS8	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-72
2025-05-13 13:40:55	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-62
2025-05-13 13:40:56	RS8	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-65
2025-05-13 13:40:56	RS8	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-77
2025-05-13 13:40:56	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-65
2025-05-13 13:40:57	RS8	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-63
2025-05-13 13:40:57	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-63
2025-05-13 13:40:59	RS8	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-56
2025-05-13 13:40:59	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-62
2025-05-13 13:41:00	RS8	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-65
2025-05-13 13:41:00	RS8	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-72
2025-05-13 13:41:00	RS8	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-65
2025-05-13 13:41:00	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-64
2025-05-13 13:41:01	RS8	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-67
2025-05-13 13:41:01	RS8	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-69
2025-05-13 13:41:01	RS8	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-65
2025-05-13 13:41:02	RS8	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-66
2025-05-13 13:41:03	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-62
2025-05-13 13:41:03	RS8	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-65
2025-05-13 13:41:04	RS8	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-56
2025-05-13 13:41:04	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-66
2025-05-13 13:41:05	RS8	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-64
2025-05-13 13:41:05	RS8	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-68
2025-05-13 13:41:05	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-66
2025-05-13 13:41:06	RS8	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-65
2025-05-13 13:41:06	RS8	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-63
2025-05-13 13:41:08	RS8	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-66
2025-05-13 13:41:08	RS8	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-64
2025-05-13 13:41:09	RS8	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-89
2025-05-13 13:41:09	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-69
2025-05-13 13:41:10	RS8	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-72
2025-05-13 13:41:11	RS8	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-72
2025-05-13 13:41:12	RS8	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-66
2025-05-13 13:41:12	RS8	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-67
2025-05-13 13:41:13	RS8	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-72
2025-05-13 13:41:13	RS8	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-65
