Timestamp	Reference Point	Device Address	Device Name	RSSI
2025-05-13 13:46:43	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-53
2025-05-13 13:46:44	RS16	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-63
2025-05-13 13:46:44	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-75
2025-05-13 13:46:45	RS16	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-63
2025-05-13 13:46:45	RS16	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-61
2025-05-13 13:46:46	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-67
2025-05-13 13:46:46	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-53
2025-05-13 13:46:46	RS16	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-58
2025-05-13 13:46:47	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-54
2025-05-13 13:46:47	RS16	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-58
2025-05-13 13:46:48	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-68
2025-05-13 13:46:48	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-63
2025-05-13 13:46:49	RS16	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-60
2025-05-13 13:46:50	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-67
2025-05-13 13:46:50	RS16	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-59
2025-05-13 13:46:51	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-64
2025-05-13 13:46:51	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-61
2025-05-13 13:46:52	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-70
2025-05-13 13:46:52	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-54
2025-05-13 13:46:53	RS16	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-67
2025-05-13 13:46:55	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-62
2025-05-13 13:46:55	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-60
2025-05-13 13:46:55	RS16	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-60
2025-05-13 13:46:56	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-63
2025-05-13 13:46:56	RS16	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-67
2025-05-13 13:46:57	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-71
2025-05-13 13:46:57	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-51
2025-05-13 13:46:58	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-61
2025-05-13 13:46:59	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-55
2025-05-13 13:46:59	RS16	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-67
2025-05-13 13:47:00	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-61
2025-05-13 13:47:00	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-55
2025-05-13 13:47:00	RS16	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-68
2025-05-13 13:47:00	RS16	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-61
2025-05-13 13:47:01	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-62
2025-05-13 13:47:01	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-61
2025-05-13 13:47:01	RS16	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-59
2025-05-13 13:47:03	RS16	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-62
2025-05-13 13:47:04	RS16	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-65
2025-05-13 13:47:04	RS16	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-59
2025-05-13 13:47:05	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-68
2025-05-13 13:47:05	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-60
2025-05-13 13:47:05	RS16	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-60
2025-05-13 13:47:06	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-70
2025-05-13 13:47:06	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-60
2025-05-13 13:47:07	RS16	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-60
2025-05-13 13:47:07	RS16	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-62
2025-05-13 13:47:07	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-63
2025-05-13 13:47:08	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-51
2025-05-13 13:47:08	RS16	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-68
2025-05-13 13:47:08	RS16	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-64
2025-05-13 13:47:09	RS16	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-60
2025-05-13 13:47:09	RS16	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-60
2025-05-13 13:47:10	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-68
2025-05-13 13:47:10	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-58
2025-05-13 13:47:10	RS16	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-60
2025-05-13 13:47:11	RS16	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-60
2025-05-13 13:47:11	RS16	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-64
2025-05-13 13:47:12	RS16	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-51
2025-05-13 13:47:12	RS16	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-65
